FBgn0035976	FBgn0266599	MI:0004	High	physical
FBgn0013749	FBgn0035811	MI:0004	High	physical
FBgn0014009	FBgn0032249	MI:0018	High	physical
FBgn0000166	FBgn0010198	MI:0018	High	physical
FBgn0004859	FBgn0260653	MI:0018	High	physical
FBgn0034879	FBgn0038269	MI:0004	High	physical
FBgn0005683	FBgn0015904	MI:0018	High	physical
FBgn0031580	FBgn0035273	MI:0018	High	physical
FBgn0027259	FBgn0035725	MI:0004	High	physical
FBgn0010235	FBgn0038089	MI:0018	High	physical
FBgn0042711	FBgn0086613	MI:0007	High	physical
FBgn0031883	FBgn0039626	MI:0018	High	physical
FBgn0022893	FBgn0052549	MI:0004	High	physical
FBgn0030608	FBgn0260397	MI:0007	High	physical
FBgn0027378	FBgn0031298	MI:0004	High	physical
FBgn0013279	FBgn0033528	MI:0018	High	physical
FBgn0032160	FBgn0035904	MI:0004	High	physical
FBgn0015247	FBgn0040075	MI:0004	High	physical
FBgn0028970	FBgn0035993	MI:0018	High	physical
FBgn0037581	FBgn0261986	MI:0018	High	physical
FBgn0000392	FBgn0002962	MI:0018	Low	physical
FBgn0030668	FBgn0086384	MI:0018	High	physical
FBgn0038977	FBgn0039204	MI:0018	High	physical
FBgn0037686	FBgn0053193	MI:0018	High	physical
FBgn0031830	FBgn0035942	MI:0004	High	physical
FBgn0014391	FBgn0016691	MI:0004	High	physical
FBgn0021795	FBgn0029118	MI:0004	High	physical
FBgn0036246	FBgn0262114	MI:0018	High	physical
FBgn0001169	FBgn0038011	MI:0018	High	physical
FBgn0030748	FBgn0038993	MI:0018	High	physical
FBgn0035218	FBgn0085197	MI:0018	High	physical
FBgn0013272	FBgn0042129	MI:0018	High	physical
FBgn0013467	FBgn0015222	MI:0004	High	physical
FBgn0000150	FBgn0011661	MI:0004	High	physical
FBgn0031459	FBgn0035630	MI:0004	High	physical
FBgn0031089	FBgn0041709	MI:0018	High	physical
FBgn0014366	FBgn0022720	MI:0018	High	physical
FBgn0034670	FBgn0050497	MI:0018	High	physical
FBgn0030314	FBgn0035097	MI:0018	High	physical
FBgn0000042	FBgn0030734	MI:0018	High	physical
FBgn0002921	FBgn0014868	MI:0004	High	physical
FBgn0025286	FBgn0033166	MI:0018	High	physical
FBgn0028688	FBgn0028694	MI:0004	High	physical
FBgn0031143	FBgn0033527	MI:0004	High	physical
FBgn0032404	FBgn0033741	MI:0004	High	physical
FBgn0038593	FBgn0039430	MI:0018	High	physical
FBgn0036596	FBgn0039030	MI:0018	High	physical
FBgn0001197	FBgn0053886	MI:0401	Low	physical
FBgn0000411	FBgn0036411	MI:0004	High	physical
FBgn0000064	FBgn0003149	MI:0004	High	physical
FBgn0030915	FBgn0086359	MI:0018	High	physical
FBgn0032720	FBgn0053804	MI:0007	High	physical
FBgn0028902	FBgn0265003	MI:0018	High	physical
FBgn0001225	FBgn0046296	MI:0004	High	physical
FBgn0003655	FBgn0011760	MI:0018	High	physical
FBgn0028838	FBgn0032518	MI:0018	High	physical
FBgn0014869	FBgn0030362	MI:0004	High	physical
FBgn0030616	FBgn0260003	MI:0096	High	physical
FBgn0019925	FBgn0035165	MI:0004	High	physical
FBgn0028888	FBgn0038189	MI:0018	High	physical
FBgn0026323	FBgn0026372	MI:0004	High	physical
FBgn0039044	FBgn0259735	MI:0004	High	physical
FBgn0000179	FBgn0261599	MI:0018	High	physical
FBgn0000611	FBgn0032824	MI:0018	High	physical
FBgn0011695	FBgn0037084	MI:0004	High	physical
FBgn0013725	FBgn0036030	MI:0018	High	physical
FBgn0022029	FBgn0033463	MI:0004	High	physical
FBgn0041171	FBgn0266599	MI:0018	High	physical
FBgn0033721	FBgn0036924	MI:0018	High	physical
FBgn0052016	FBgn0086358	MI:0004	High	physical
FBgn0023540	FBgn0036951	MI:0018	High	physical
FBgn0036652	FBgn0037384	MI:0018	High	physical
FBgn0003346	FBgn0262743	MI:0004	High	physical
FBgn0036825	FBgn0038037	MI:0018	High	physical
FBgn0004362	FBgn0016685	MI:0004	High	physical
FBgn0001991	FBgn0004647	MI:0007	High	physical
FBgn0032780	FBgn0037358	MI:0018	High	physical
FBgn0005427	FBgn0031377	MI:0018	High	physical
FBgn0005427	FBgn0262714	MI:0018	High	physical
FBgn0023522	FBgn0026582	MI:0004	High	physical
FBgn0033059	FBgn0038989	MI:0004	High	physical
FBgn0010803	FBgn0032444	MI:0004	High	physical
FBgn0004364	FBgn0019650	MI:0018	High	physical
FBgn0013343	FBgn0250791	MI:0397	High	physical
FBgn0004837	FBgn0266100	MI:0018	High	physical
FBgn0031745	FBgn0260632	MI:0018	High	physical
FBgn0016131	FBgn0032283	MI:0018	High	physical
FBgn0003660	FBgn0032006	MI:0004	High	physical
FBgn0030400	FBgn0036428	MI:0018	High	physical
FBgn0033889	FBgn0035720	MI:0004	High	physical
FBgn0005626	FBgn0039341	MI:0018	High	physical
FBgn0001233	FBgn0024250	MI:0402	High	physical
FBgn0013983	FBgn0039302	MI:0004	High	physical
FBgn0000635	FBgn0087002	MI:0963	High	physical
FBgn0266186	FBgn0266464	MI:0004	High	physical
FBgn0030507	FBgn0036706	MI:0018	High	physical
FBgn0025680	FBgn0031652	MI:0004	Low	physical
FBgn0034774	FBgn0039437	MI:0018	High	physical
FBgn0033347	FBgn0038452	MI:0018	High	physical
FBgn0019809	FBgn0262976	MI:0018	High	physical
FBgn0000629	FBgn0053866	MI:0415	Low	physical
FBgn0052447	FBgn0263832	MI:0018	High	physical
FBgn0002781	FBgn0030608	MI:0096	High	physical
FBgn0029783	FBgn0265052	MI:0018	High	physical
FBgn0036118	FBgn0050077	MI:0397	High	physical
FBgn0028379	FBgn0035617	MI:0018	High	physical
FBgn0036816	FBgn0039323	MI:0018	High	physical
FBgn0002924	FBgn0010415	MI:0096	High	physical
FBgn0011725	FBgn0085436	MI:0004	High	physical
FBgn0033608	FBgn0267330	MI:0004	High	physical
FBgn0010258	FBgn0266711	MI:0018	High	physical
FBgn0028902	FBgn0036029	MI:0018	High	physical
FBgn0011570	FBgn0025111	MI:0018	High	physical
FBgn0000504	FBgn0010198	MI:0018	High	physical
FBgn0031945	FBgn0034715	MI:0018	High	physical
FBgn0026376	FBgn0263352	MI:0018	High	physical
FBgn0033056	FBgn0035218	MI:0018	High	physical
FBgn0030955	FBgn0031145	MI:0018	High	physical
FBgn0034461	FBgn0035397	MI:0018	High	physical
FBgn0022987	FBgn0035016	MI:0004	High	physical
FBgn0020235	FBgn0032089	MI:0018	High	physical
FBgn0011766	FBgn0015664	MI:0018	Low	physical
FBgn0000117	FBgn0010215	MI:0018	Low	physical
FBgn0003204	FBgn0005655	MI:0018	High	physical
FBgn0013531	FBgn0033122	MI:0004	High	physical
FBgn0011648	FBgn0039348	MI:0018	High	physical
FBgn0008651	FBgn0036274	MI:0018	High	physical
FBgn0000330	FBgn0039582	MI:0018	High	physical
FBgn0024250	FBgn0051217	MI:0018	High	physical
FBgn0015288	FBgn0035336	MI:0018	High	physical
FBgn0051546	FBgn0265434	MI:0004	High	physical
FBgn0036317	FBgn0260003	MI:0018	High	physical
FBgn0085405	FBgn0266186	MI:0018	High	physical
FBgn0035904	FBgn0086444	MI:0004	High	physical
FBgn0011202	FBgn0015774	MI:0007	High	physical
FBgn0029824	FBgn0030710	MI:0018	High	physical
FBgn0000084	FBgn0030451	MI:0004	High	physical
FBgn0029936	FBgn0032054	MI:0018	High	physical
FBgn0013983	FBgn0015288	MI:0004	High	physical
FBgn0032005	FBgn0264751	MI:0018	High	physical
FBgn0013263	FBgn0022786	MI:0004	Low	physical
FBgn0039359	FBgn0085421	MI:0018	High	physical
FBgn0000405	FBgn0021872	MI:0018	High	physical
FBgn0001128	FBgn0250906	MI:0004	High	physical
FBgn0031461	FBgn0034706	MI:0018	High	physical
FBgn0032649	FBgn0053113	MI:0004	High	physical
FBgn0025463	FBgn0030692	MI:0018	High	physical
