#FLYBASE1	FLYBASE2	PubMedIds	UniProtID1	UniProtID2	Name1	Name2	Score
FBgn0000008	FBgn0002622	14605208	Q9W283	Q06559	A	RPS3	0.21
FBgn0000008	FBgn0003870	14605208	Q9W283	P42282	A	TTK	0.183
FBgn0000008	FBgn0004449	25294943	Q9W283	O61307	A	TEN-M	0.236
FBgn0000008	FBgn0015774	25294943	Q9W283	Q24568	A	NETB	0.126
FBgn0000008	FBgn0028336	14605208	Q9W283	Q9W3X6	L(1)G0255	A	0.183
FBgn0000008	FBgn0028969	14605208	Q9W283	Q9W555	DELTACOP	A	0.183
FBgn0000008	FBgn0030082	14605208	Q9W283	Q9W396	HP1B	A	0.183
FBgn0000008	FBgn0031957	14605208	Q9W283	Q8SZP2	A	TWDLE	0.183
FBgn0000008	FBgn0035499	14605208	Q9W283	Q9VZI1	A	CHD64	0.183
FBgn0000008	FBgn0039846	14605208	Q9W283	Q9V9X7	A	CG11337-RD	0.183
FBgn0000008	FBgn0040371	14605208	Q9W283	Q9V3G9	A	EG:BACR37P7.5	0.183
FBgn0000008	FBgn0260936	25294943	Q9W283	Q9VRP5	A	SCNY	0.126
FBgn0000014	FBgn0000611	unpublished	P29555	P40427	EXD	ABD-A	0.126
FBgn0000014	FBgn0039858	14605208	P29555	Q95TJ9	CYCG	ABD-A	0.354
FBgn0000015	FBgn0000559	14605208	P09087	P13060	EF2	ABD-B	0.354
FBgn0000015	FBgn0028837	14605208	P09087	Q9VCY3	CSN6	ABD-B	0.354
FBgn0000015	FBgn0031174	14605208	P09087	Q9VRG8	Q9VRG8	ABD-B	0.21
FBgn0000015	FBgn0034372	14605208	P09087	Q7K0S5	GINT3	ABD-B	0.21
FBgn0000015	FBgn0036716	14605208	P09087	Q9VVG1	CG13728-RA	ABD-B	0.21
FBgn0000015	FBgn0051973	14605208	P09087	Q9VPI3;Q9VPI4	CDA5	ABD-B	0.033;0.183
FBgn0000015	FBgn0053207	14605208	P09087	Q8MY02	PXB	ABD-B	0.033
FBgn0000015	FBgn0260441	14605208	P09087	P80455	RPS12	ABD-B	0.332
FBgn0000015	FBgn0260817	14605208	P09087	Q9VQM4	GKT	ABD-B	0.354
FBgn0000015	FBgn0283473	14605208	P09087	Q9VWQ2	PK17E	ABD-B	0.354
FBgn0000017	FBgn0000464	10069336	P00522	P16621	LAR	ABL	0.636
FBgn0000017	FBgn0000578	10220404	P00522	Q8T4F7	ENA	ABL	0.454
FBgn0000017	FBgn0000711	21447707;25294943	P00522	P48462;Q8T0U6	FLW	ABL	0.126;0.236
FBgn0000017	FBgn0003371	25294943	P00522	P18431	SGG	ABL	0.126
FBgn0000017	FBgn0004449	25294943	P00522	O61307	ABL	TEN-M	0.126
FBgn0000017	FBgn0010905	25294943	P00522	M9NFI9	ABL	M9NFI9	0.236
FBgn0000017	FBgn0014007	10069336	P00522	P16620	PTP69D	ABL	0.033
FBgn0000017	FBgn0015774	25294943	P00522	Q24568	NETB	ABL	0.126
FBgn0000017	FBgn0020510	unpublished	P00522	Q9Y0S9	ABI	ABL	0.126
FBgn0000022	FBgn0000022	unpublished	P10083	P10083	AC	AC	0.155
FBgn0000022	FBgn0000575	9371806	P10083	P18491	EMC	AC	0.155
FBgn0000022	FBgn0000591	unpublished	P10083	P13098	E(SPL)	AC	0.126
FBgn0000022	FBgn0002561	unpublished	P10083	P09774	AC	L(1)SC	0.126
FBgn0000022	FBgn0002609	14605208;9371806	P10083	Q01068	HLHM3	AC	0.49
FBgn0000022	FBgn0002631	unpublished	P10083	P13096	HLHM5	AC	0.126
FBgn0000022	FBgn0002633	9371806	P10083	P13097	HLHM7	AC	0.309
FBgn0000022	FBgn0002733	9371806	P10083	Q01069	HLHMBETA	AC	0.354
FBgn0000022	FBgn0002735	9371806	P10083	Q01070	HLHMGAMMA	AC	0.21
FBgn0000022	FBgn0004170	unpublished	P10083	P10084	SC	AC	0.126
FBgn0000022	FBgn0011273	14605208	P10083	P49258	ACAM	AC	0.354
FBgn0000022	FBgn0031129	14605208	P10083	Q9VRB7	Q9VRB7	AC	0.21
FBgn0000022	FBgn0035917	14605208	P10083	Q8IQB4	ZASP66	AC	0.21
FBgn0000022	FBgn0039748	14605208	P10083	Q9VAA1	Q9VAA1	AC	0.21
FBgn0000022	FBgn0267821	unpublished	P10083	P11420	DA	AC	0.126
FBgn0000024	FBgn0031032	14605208	P07140	Q9VWG6	Q9VWG6	ACE	0.183
FBgn0000028	FBgn0001079	15710747	P24350	P23647	ACJ6	FU	0.286
FBgn0000028	FBgn0086680	1673230	P24350	P16241	ACJ6	VVL	0.671
FBgn0000032	FBgn0027951	25294943	Q8I0P9	Q9VNF6	MTA1-LIKE	Q8I0P9	0.126
FBgn0000032	FBgn0034994	14605208	Q9VAD0	Q9W191	IR60A	ACPH-1	0.183
FBgn0000039	FBgn0024733	14605208	P17644	O61231	NACHRALPHA2	RPL10	0.354
FBgn0000039	FBgn0037637	14605208	P17644	Q9VHK6	Q9VHK6	NACHRALPHA2	0.21
FBgn0000042	FBgn0000212	15060132;9735357	P10987	P25439	BRM	ACT5C	0.376
FBgn0000042	FBgn0000635	21447707	P10987	P34082	FAS2	ACT5C	0.236
FBgn0000042	FBgn0003187	unpublished	P10987	Q23989	QUA	ACT5C	0.126
FBgn0000042	FBgn0003447	unpublished	P10987	Q24524	SN	ACT5C	0.126
FBgn0000042	FBgn0003475	unpublished	P10987	Q9U1K1	SPIR	ACT5C	0.126
FBgn0000042	FBgn0004101	22036573	P10987	Q24535	BS	ACT5C	0.126
FBgn0000042	FBgn0005649	14605208	P10987	Q8IMX4	ROX8	ACT5C	0.21
FBgn0000042	FBgn0005771	14605208	P10987	Q24423	NOC	ACT5C	0.354
FBgn0000042	FBgn0011771	12900458	P10987	P55162	HEM	ACT5C	0.309
FBgn0000042	FBgn0019624	14605208	P10987	Q94514	COVA	ACT5C	0.354
FBgn0000042	FBgn0019643	22036573	P10987	Q94521	DAT	ACT5C	0.126
FBgn0000042	FBgn0020238	20818332	P10987	P92177	14-3-3EPSILON	ACT5C	0.081
FBgn0000042	FBgn0023516	19079254	P10987	O46085	ACT5C	PEX5	0.236
FBgn0000042	FBgn0025632	14605208	P10987	Q9W533	Q9W533	ACT5C	0.21
FBgn0000042	FBgn0026084	unpublished	P10987	O97428	ACT5C	CIB	0.126
FBgn0000042	FBgn0028577	14605208	P10987	Q8T6B9	PUF68	ACT5C	0.354
FBgn0000042	FBgn0028965	14605208	P10987	Q9VK43	A16	ACT5C	0.21
FBgn0000042	FBgn0029709	14605208	P10987	Q9W4K0	CHOP24	ACT5C	0.21
FBgn0000042	FBgn0029905	14605208	P10987	Q9W3V9	NF-YC	ACT5C	0.21
FBgn0000042	FBgn0029943	22036573	P10987	Q9W3R7	ATG5	ACT5C	0.126
FBgn0000042	FBgn0030204	14605208	P10987	Q9W2U9	OR9A	ACT5C	0.354
FBgn0000042	FBgn0030540	14605208	P10987	Q9VY61	Q9VY61	ACT5C	0.21
FBgn0000042	FBgn0030695	23749869	P10987	Q9VXN9	PGRP-LE	ACT5C	0.126
FBgn0000042	FBgn0030734	14605208	P10987	Q95TL8	Q95TL8	ACT5C	0.21
FBgn0000042	FBgn0031089	14605208	P10987	Q9W5X1	CG9572-RA	ACT5C	0.21
FBgn0000042	FBgn0031314	14605208	P10987	Q9VPY0	INTS14	ACT5C	0.354
FBgn0000042	FBgn0031988	14605208	P10987	Q9VLS8	Q9VLS8	ACT5C	0.21
FBgn0000042	FBgn0032785	16603075	P10987	Q8T9G7	Q8T9G7	ACT5C	0.126
FBgn0000042	FBgn0033886	14605208	P10987	Q7K2G1	RPN13	ACT5C	0.354
FBgn0000042	FBgn0034214	22036573	P10987	Q7K4W1	Q7K4W1	ACT5C	0.126
FBgn0000042	FBgn0035424	14605208	P10987	Q9I7T7	Q9I7T7	ACT5C	0.354
FBgn0000042	FBgn0035513	14605208	P10987	Q9VZF9	CPR64AD	ACT5C	0.21
FBgn0000042	FBgn0035554	14605208	P10987	Q9VZB1	Q9VZB1	ACT5C	0.21
FBgn0000042	FBgn0036058	14605208	P10987	Q9VT69	Q9VT69	ACT5C	0.21
FBgn0000042	FBgn0037467	22036573	P10987	Q9VI55	Q9VI55	ACT5C	0.126
FBgn0000042	FBgn0038108	14605208	P10987	Q8INH9;Q9VG05	Q8INH9;Q9VG05	ACT5C	0.033;0.183
FBgn0000042	FBgn0038206	unpublished	P10987	Q9VFM9	TWF	ACT5C	0.126
FBgn0000042	FBgn0038714	14605208	P10987	Q4V480	CPR92A	ACT5C	0.21
FBgn0000042	FBgn0038815	14605208	P10987	Q9VDK2	Q9VDK2	ACT5C	0.21
FBgn0000042	FBgn0039722	22036573	P10987	Q9NIP6	CAPA	ACT5C	0.126
FBgn0000042	FBgn0041582	14605208	P10987	B7YZS3;Q9W1A4	ACT5C;TAMO	ACT5C;TAMO	0.033;0.332
FBgn0000042	FBgn0042085	18259215	P10987	A1Z6M0	ACT5C	BAP170	0.21
FBgn0000042	FBgn0051211	14605208	P10987	Q86B99;Q9VGG3	CG14732;Q86B99	ACT5C	0.033;0.183
FBgn0000042	FBgn0052264	14605208	P10987	Q9VZM9;Q9VZN0	CG10860;Q9VZN0	ACT5C	0.033;0.183
FBgn0000042	FBgn0052369	14605208	P10987	Q9VSB2	Q9VSB2	ACT5C	0.21
FBgn0000042	FBgn0085410	14605208	P10987	Q9VML9	TRISSINR	ACT5C	0.332
FBgn0000042	FBgn0250837	14605208	P10987	Q9V3I1	DUTPASE	ACT5C	0.21
FBgn0000042	FBgn0260444	14605208	P10987	Q9V3G6	NOT10	ACT5C	0.332
FBgn0000042	FBgn0261458	14605208	P10987	Q9VPX7	CAPT	ACT5C	0.183
FBgn0000042	FBgn0261674	14605208	P10987	Q9VU13	PEGARN	ACT5C	0.21
FBgn0000042	FBgn0262126	14605208	P10987	Q9VQ94	SEC24CD	ACT5C	0.21
FBgn0000042	FBgn0263603	14605208	P10987	Q86BI3;Q9VUY6	ZN72D	ACT5C	0.033;0.183
FBgn0000042	FBgn0265487	14605208	P10987	O16011	ACT5C	MBL	0.354
FBgn0000042	FBgn0283681	22036573	P10987	Q9VV41	Q9VV41	ACT5C	0.126
FBgn0000043	FBgn0000044	unpublished	P02572	P53501	ACT57B	ACT42A	0.236
FBgn0000043	FBgn0000046	unpublished	P02572	P10981	ACT87E	ACT42A	0.236
FBgn0000043	FBgn0000047	unpublished	P02572	P83967	ACT88F	ACT42A	0.236
FBgn0000043	FBgn0011771	12900458	P02572	P55162	HEM	ACT42A	0.309
FBgn0000043	FBgn0013343	19079254	P02572	Q24547	SYX1A	ACT42A	0.126
FBgn0000043	FBgn0022764	14605208	P02572	Q5U0Y0	SIN3A	ACT42A	0.21
FBgn0000043	FBgn0030695	23749869	P02572	Q9VXN9	PGRP-LE	ACT42A	0.126
FBgn0000043	FBgn0036790	14605208	P02572	Q9VVQ1	ASTC-R1	ACT42A	0.21
FBgn0000043	FBgn0039219	19079254	P02572	Q9VC48	Q9VC48	ACT42A	0.126
FBgn0000043	FBgn0261458	14605208;unpublished	P02572	Q9VPX6;Q9VPX7	CAPT;Q9VPX6	ACT42A	0.183;0.236
FBgn0000044	FBgn0000045	unpublished	P53501	P02574	ACT57B	ACT79B	0.236
FBgn0000044	FBgn0000047	unpublished	P53501	P83967	ACT88F	ACT57B	0.236
FBgn0000044	FBgn0000150	22036573	P53501	P08879	ACT57B	AWD	0.126
FBgn0000044	FBgn0000635	21447707	P53501	P34082	ACT57B	FAS2	0.236
FBgn0000044	FBgn0003889	22036573	P53501	P61857	BETATUB85D	ACT57B	0.126
FBgn0000044	FBgn0004859	15710747	P53501	P19538	ACT57B	CI	0.21
FBgn0000044	FBgn0011290	14605208	P53501	P49905	ACT57B	TAF12	0.354
FBgn0000044	FBgn0011570	22036573	P53501	P48603	ACT57B	CPB	0.126
FBgn0000044	FBgn0011742	22036573	P53501	P45888	ACT57B	ARP2	0.126
FBgn0000044	FBgn0011770	22036573	P53501	P36951	ACT57B	GIP	0.126
FBgn0000044	FBgn0015282	14605208	P53501	P48601	ACT57B	RPT2	0.354
FBgn0000044	FBgn0020238	20818332	P53501	P92177	14-3-3EPSILON	ACT57B	0.081
FBgn0000044	FBgn0024189	14605208	P53501	A1Z7J1	ACT57B	SNS	0.21
FBgn0000044	FBgn0025702	14605208	P53501	Q9VNV0	SRPK79D	ACT57B	0.183
FBgn0000044	FBgn0029662	unpublished	P53501	Q9W4S1	Q9W4S1	ACT57B	0.236
FBgn0000044	FBgn0029905	14605208	P53501	Q9W3V9	NF-YC	ACT57B	0.21
FBgn0000044	FBgn0030695	23749869	P53501	Q9VXN9	PGRP-LE	ACT57B	0.126
FBgn0000044	FBgn0031972	14605208	P53501	Q9VLU5	WWOX	ACT57B	0.354
FBgn0000044	FBgn0032731	22036573	P53501	Q9VJ26	SWIP-1	ACT57B	0.126
FBgn0000044	FBgn0032859	22036573	P53501	Q9VIM5	ARPC2	ACT57B	0.126
FBgn0000044	FBgn0034577	22036573	P53501	Q9W2N0	CPA	ACT57B	0.126
FBgn0000044	FBgn0035772	22036573	P53501	Q9NFP5	SH3BETA	ACT57B	0.126
FBgn0000044	FBgn0036790	14605208	P53501	Q9VVQ1	ASTC-R1	ACT57B	0.21
FBgn0000044	FBgn0038774	14605208	P53501	Q9I7J0	Q9I7J0	ACT57B	0.21
FBgn0000044	FBgn0043841	14605208	P53501	Q0E8R1	VIR-1	ACT57B	0.21
FBgn0000044	FBgn0051559	unpublished	P53501	Q9VNL4	Q9VNL4	ACT57B	0.236
FBgn0000044	FBgn0261458	unpublished	P53501	Q9VPX6	Q9VPX6	ACT57B	0.236
FBgn0000044	FBgn0262166	20436459	P53501	Q7K5N4	CALYPSO	ACT57B	0.21
FBgn0000044	FBgn0262716	22036573	P53501	P32392	ACT57B	ARP3	0.126
FBgn0000044	FBgn0283681	22036573	P53501	Q9VV41	Q9VV41	ACT57B	0.126
FBgn0000045	FBgn0000046	unpublished	P02574	P10981	ACT87E	ACT79B	0.236
FBgn0000045	FBgn0000055	22036573	P02574	P00334	ACT79B	ADH	0.126
FBgn0000045	FBgn0000064	22036573	P02574	P07764	ALD	ACT79B	0.126
FBgn0000045	FBgn0000116	22036573	P02574	P48610	ARGK	ACT79B	0.126
FBgn0000045	FBgn0000667	22036573	P02574	P18091	ACTN	ACT79B	0.126
FBgn0000045	FBgn0001098	22036573	P02574	P54385	GDH	ACT79B	0.126
FBgn0000045	FBgn0001128	22036573	P02574	P13706	GPDH	ACT79B	0.126
FBgn0000045	FBgn0002772	22036573	P02574	P06742	MLC1	ACT79B	0.126
FBgn0000045	FBgn0002773	22036573	P02574	P18432	MLC2	ACT79B	0.126
FBgn0000045	FBgn0003149	22036573	P02574	P35415;P35416	PRM	ACT79B	0.126
FBgn0000045	FBgn0004117	22036573	P02574	P09491	TM2	ACT79B	0.126
FBgn0000045	FBgn0004169	22036573	P02574	P19351	UP	ACT79B	0.126
FBgn0000045	FBgn0013348	22036573	P02574	P47947	TPNC41C	ACT79B	0.126
FBgn0000045	FBgn0014454	22036573	P02574	Q26416	ACP1	ACT79B	0.126
FBgn0000045	FBgn0030695	23749869	P02574	Q9VXN9	PGRP-LE	ACT79B	0.126
FBgn0000045	FBgn0034470	22036573	P02574	Q8SY61	OBP56D	ACT79B	0.126
FBgn0000045	FBgn0037621	14605208	P02574	Q9VHM3	M1BP	ACT79B	0.21
FBgn0000045	FBgn0260049	unpublished	P02574	Q9VU68	FLR	ACT79B	0.236
FBgn0000045	FBgn0261458	unpublished	P02574	Q9VPX6	Q9VPX6	ACT79B	0.236
FBgn0000045	FBgn0263006	14605208	P02574	P22700	CA-P60A	ACT79B	0.354
FBgn0000045	FBgn0264695	22036573	P02574	P05661	MHC	ACT79B	0.126
FBgn0000045	FBgn0283471	22036573	P02574	P36188	WUPA	ACT79B	0.126
FBgn0000046	FBgn0000047	unpublished	P10981	P83967	ACT88F	ACT87E	0.236
FBgn0000046	FBgn0003231	14605208	P10981	P14199	REF(2)P	ACT87E	0.354
FBgn0000046	FBgn0010217	14605208	P10981	Q05825	ATPSYN-BETA	ACT87E	0.354
FBgn0000046	FBgn0011726	14605208	P10981	P45594	TSR	ACT87E	0.354
FBgn0000046	FBgn0015550	14605208	P10981	O16867	ACT87E	TAP	0.354
FBgn0000046	FBgn0030695	23749869	P10981	Q9VXN9	PGRP-LE	ACT87E	0.126
FBgn0000046	FBgn0030951	14605208	P10981	Q9VWR1	CG6873-RA	ACT87E	0.21
FBgn0000046	FBgn0036596	14605208	P10981	Q9VV20	Q9VV20	ACT87E	0.21
FBgn0000046	FBgn0036679	14605208	P10981	Q9VVC2	Q9VVC2	ACT87E	0.21
FBgn0000046	FBgn0040080	14605208	P10981	Q9VB22	RAPS	ACT87E	0.21
FBgn0000046	FBgn0051550	14605208	P10981	Q9VNC4	Q9VNC4	ACT87E	0.21
FBgn0000046	FBgn0261458	unpublished	P10981	Q9VPX6	Q9VPX6	ACT87E	0.236
FBgn0000046	FBgn0261714	14605208	P10981	Q02910	CPN	ACT87E	0.354
FBgn0000047	FBgn0000047	unpublished	P83967	P83967	ACT88F	ACT88F	0.286
FBgn0000047	FBgn0000055	22036573	P83967	P00334	ACT88F	ADH	0.126
FBgn0000047	FBgn0000064	22036573	P83967	P07764	ACT88F	ALD	0.126
FBgn0000047	FBgn0000308	unpublished	P83967	P25843	ACT88F	CHIC	0.126
FBgn0000047	FBgn0000709	unpublished	P83967	Q24020	FLII	ACT88F	0.126
FBgn0000047	FBgn0001128	22036573	P83967	P13706	ACT88F	GPDH	0.126
FBgn0000047	FBgn0002772	22036573	P83967	P06742	ACT88F	MLC1	0.126
FBgn0000047	FBgn0002773	22036573	P83967	P18432	ACT88F	MLC2	0.126
FBgn0000047	FBgn0004117	22036573	P83967	P09491	ACT88F	TM2	0.126
FBgn0000047	FBgn0005633	22036573	P83967	P35554	ACT88F	FLN	0.126
FBgn0000047	FBgn0010226	22036573	P83967	P41043	ACT88F	GSTS1	0.126
FBgn0000047	FBgn0011726	14605208	P83967	P45594	ACT88F	TSR	0.332
FBgn0000047	FBgn0030695	23749869	P83967	Q9VXN9	PGRP-LE	ACT88F	0.126
FBgn0000047	FBgn0030951	14605208	P83967	Q9VWR1	CG6873-RA	ACT88F	0.183
FBgn0000047	FBgn0036818	unpublished	P83967	Q9VVT4	Q9VVT4	ACT88F	0.236
FBgn0000047	FBgn0051559	unpublished	P83967	Q9VNL4	Q9VNL4	ACT88F	0.236
FBgn0000047	FBgn0086906	unpublished	P83967	Q9I7U4	SLS	ACT88F	0.126
FBgn0000047	FBgn0260049	unpublished	P83967	Q9VU68	FLR	ACT88F	0.236
FBgn0000047	FBgn0261458	unpublished	P83967	Q9VPX6	Q9VPX6	ACT88F	0.236
FBgn0000047	FBgn0264695	22036573	P83967	P05661	ACT88F	MHC	0.236
FBgn0000052	FBgn0015818	14605208	P35421	Q9W424	SPX	ADE2	0.21
FBgn0000052	FBgn0031451	14605208	P35421	Q9VQF4	Q9VQF4	ADE2	0.21
FBgn0000052	FBgn0038915	14605208	P35421	Q9VD65	Q9VD65	ADE2	0.21
FBgn0000052	FBgn0265487	25294943	P35421	O16011	ADE2	MBL	0.126
FBgn0000053	FBgn0001248	25294943	P00967	Q7KUB0	Q7KUB0	ADE3	0.126
FBgn0000053	FBgn0001942	25294943	P00967	Q02748	EIF-4A	ADE3	0.126
FBgn0000053	FBgn0004066	25294943	P00967	P22769	PROSALPHA4	ADE3	0.126
FBgn0000053	FBgn0015774	25294943	P00967	Q24568	NETB	ADE3	0.126
FBgn0000053	FBgn0026418	25294943	P00967	Q9VUC1	Q9VUC1	ADE3	0.126
FBgn0000053	FBgn0031803	25294943	P00967	Q9VME8	Q9VME8	ADE3	0.126
FBgn0000053	FBgn0032488	25294943	P00967	Q9VK18	Q9VK18	ADE3	0.126
FBgn0000053	FBgn0033447	25294943	P00967	A1Z7Z9	ADE3	CEP131	0.126
FBgn0000053	FBgn0034968	25294943	P00967	Q9W1B9	RPL12	ADE3	0.126
FBgn0000053	FBgn0036892	25294943	P00967	Q7KUT2	LON	ADE3	0.126
FBgn0000053	FBgn0037607	25294943	P00967	Q9VHN7	Q9VHN7	ADE3	0.126
FBgn0000053	FBgn0038751	25294943	P00967	Q9VDS1	Q9VDS1	ADE3	0.126
FBgn0000053	FBgn0039229	25294943	P00967	Q8IMV6	Q8IMV6	ADE3	0.126
FBgn0000053	FBgn0040207	25294943	P00967	Q0KHS0	KAT80	ADE3	0.126
FBgn0000053	FBgn0086384	15710747	P00967	Q24564	MER	ADE3	0.286
FBgn0000053	FBgn0260011	25294943	P00967	Q9V392	Q9V392	ADE3	0.126
FBgn0000053	FBgn0261565	25294943	P00967	Q9VVB6	Q9VVB6	ADE3	0.126
FBgn0000053	FBgn0261955	25294943	P00967	Q9W401	KDN	ADE3	0.126
FBgn0000053	FBgn0263396	25294943	P00967	Q08473	SQD	ADE3	0.126
FBgn0000053	FBgn0264975	25294943	P00967	P20241	NRG	ADE3	0.126
FBgn0000055	FBgn0000055	unpublished	P00334	P00334	ADH	ADH	0.155
FBgn0000055	FBgn0000064	22036573	P00334	P07764	ALD	ADH	0.126
FBgn0000055	FBgn0000116	22036573	P00334	P48610	ARGK	ADH	0.126
FBgn0000055	FBgn0000246	14605208	P00334	Q9VF37	C(3)G	ADH	0.183
FBgn0000055	FBgn0000261	25294943	P00334	P17336	CAT	ADH	0.126
FBgn0000055	FBgn0000579	22036573	P00334	P15007	ENO	ADH	0.126
FBgn0000055	FBgn0000667	22036573	P00334	P18091	ACTN	ADH	0.126
FBgn0000055	FBgn0001092	22036573	P00334	P07487	GAPDH2	ADH	0.126
FBgn0000055	FBgn0001098	22036573	P00334	P54385	GDH	ADH	0.126
FBgn0000055	FBgn0001128	22036573	P00334	P13706	GPDH	ADH	0.126
FBgn0000055	FBgn0001145	25294943	P00334	P20478	GS2	ADH	0.126
FBgn0000055	FBgn0002565	22036573	P00334	Q24388	LSP2	ADH	0.126
FBgn0000055	FBgn0002569	14605208	P00334	P07191	MAL-A2	ADH	0.183
FBgn0000055	FBgn0002645	25294943	P00334	P23226	MAP205	ADH	0.126
FBgn0000055	FBgn0002772	22036573	P00334	P06742	MLC1	ADH	0.126
FBgn0000055	FBgn0002773	22036573	P00334	P18432	MLC2	ADH	0.126
FBgn0000055	FBgn0003149	22036573	P00334	P35415;P35416	PRM	ADH	0.126
FBgn0000055	FBgn0004045	22036573	P00334	P02843	YP1	ADH	0.126
FBgn0000055	FBgn0004047	22036573	P00334	P06607	YP3	ADH	0.126
FBgn0000055	FBgn0004117	22036573	P00334	P09491	TM2	ADH	0.126
FBgn0000055	FBgn0004169	22036573	P00334	P19351	UP	ADH	0.126
FBgn0000055	FBgn0004507	22036573	P00334	Q9XTL9	GLYP	ADH	0.126
FBgn0000055	FBgn0004647	25294943	P00334	P07207	N	ADH	0.126
FBgn0000055	FBgn0004868	25294943	P00334	Q9VLB7	GDI	ADH	0.126
FBgn0000055	FBgn0005391	22036573	P00334	P02844	YP2	ADH	0.126
FBgn0000055	FBgn0005633	22036573	P00334	P35554	FLN	ADH	0.126
FBgn0000055	FBgn0010226	22036573	P00334	P41043	GSTS1	ADH	0.126
FBgn0000055	FBgn0010415	25294943	P00334	P49415	SDC	ADH	0.126
FBgn0000055	FBgn0013348	22036573	P00334	P47947	TPNC41C	ADH	0.126
FBgn0000055	FBgn0031990	25294943	P00334	Q9VLS7	Q9VLS7	ADH	0.236
FBgn0000055	FBgn0032089	14605208	P00334	Q9VLF2	RCD-1R	ADH	0.183
FBgn0000055	FBgn0032897	25294943	P00334	Q9VII1	CG9336-RA	ADH	0.126
FBgn0000055	FBgn0033460	14605208	P00334	A1Z813	ADH	SEC24AB	0.183
FBgn0000055	FBgn0034470	22036573	P00334	Q8SY61	OBP56D	ADH	0.126
FBgn0000055	FBgn0034724	25294943	P00334	Q9W258	Q9W258	ADH	0.126
FBgn0000055	FBgn0036239	25294943	P00334	X2JCC3	X2JCC3	ADH	0.126
FBgn0000055	FBgn0036254	14605208	P00334	Q9VTU0	Q9VTU0	ADH	0.183
FBgn0000055	FBgn0039737	25294943	P00334	Q9VAC1	Q9VAC1	ADH	0.126
FBgn0000055	FBgn0040813	22036573	P00334	Q9VU58	NPLP2	ADH	0.126
FBgn0000055	FBgn0053113	21447707;25294943	P00334	Q9VMV9	RTNL1	ADH	0.332
FBgn0000055	FBgn0085421	14605208	P00334	Q7K3Z6	EPAC	ADH	0.183
FBgn0000055	FBgn0086613	25294943	P00334	Q9VDY1	INO80	ADH	0.236
FBgn0000055	FBgn0087002	22036573	P00334	Q9V496	RFABG	ADH	0.126
FBgn0000055	FBgn0250906	22036573	P00334	Q01604	PGK	ADH	0.126
FBgn0000055	FBgn0261674	14605208	P00334	Q9VU13	PEGARN	ADH	0.183
FBgn0000055	FBgn0261822	25294943	P00334	Q7KTJ7	Q7KTJ7	ADH	0.126
FBgn0000055	FBgn0263930	25294943	P00334	Q24114	DALLY	ADH	0.126
FBgn0000055	FBgn0264695	22036573	P00334	P05661	MHC	ADH	0.126
FBgn0000055	FBgn0265140	25294943	P00334	Q6QU65	Q6QU65	ADH	0.126
FBgn0000055	FBgn0265523	25294943	P00334	Q9VYK0	SMR	ADH	0.126
FBgn0000055	FBgn0266521	25294943	P00334	M9NEA1	ADH	M9NEA1	0.126
FBgn0000055	FBgn0283471	22036573	P00334	P36188	WUPA	ADH	0.126
FBgn0000055	FBgn0284248	22036573	P00334	P84029	CYT-C-P	ADH	0.126
FBgn0000056	FBgn0000246	14605208	P91615	Q9VF37	C(3)G	ADHR	0.033
FBgn0000056	FBgn0002569	14605208	P91615	P07191	ADHR	MAL-A2	0.033
FBgn0000056	FBgn0032089	14605208	P91615	Q9VLF2	RCD-1R	ADHR	0.033
FBgn0000056	FBgn0033460	14605208	P91615	A1Z813	ADHR	SEC24AB	0.033
FBgn0000056	FBgn0036254	14605208	P91615	Q9VTU0	Q9VTU0	ADHR	0.033
FBgn0000056	FBgn0261674	14605208	P91615	Q9VU13	PEGARN	ADHR	0.033
FBgn0000061	FBgn0003356	14605208	Q06453	C0HKF7;C0HKF8	AL	JON99CII-{ECO:0000312|FLYBASE:FBGN0003356};JON99CIII-{ECO:0000312|FLYBASE:FBGN0003357}	0.183
FBgn0000061	FBgn0003357	14605208	Q06453	C0HKF7;C0HKF8	AL	JON99CII-{ECO:0000312|FLYBASE:FBGN0003356};JON99CIII-{ECO:0000312|FLYBASE:FBGN0003357}	0.183
FBgn0000061	FBgn0003944	16455680	Q06453	P83949	AL	UBX	0.583
FBgn0000061	FBgn0011774	22036573	Q06453	Q23976	IRBP	AL	0.126
FBgn0000061	FBgn0031653	14605208	Q06453	Q9VMX9	JON25BIII	AL	0.21
FBgn0000061	FBgn0039030	14605208	Q06453	Q9VCT3	Q9VCT3	AL	0.21
FBgn0000063	FBgn0000439	15575970	Q9VEH1	P07548	ALD	DFD	0.183
FBgn0000063	FBgn0000578	15575970	Q9VEH1	Q8T4F7	ALD	ENA	0.183
FBgn0000063	FBgn0003479	15575970	Q9VEH1	Q27297	ALD	SPN-A	0.183
FBgn0000063	FBgn0003980	15575970	Q9VEH1	P13238	ALD	VM26AB	0.183
FBgn0000063	FBgn0023517	15575970	Q9VEH1	O46084	ALD	PGAM5	0.183
FBgn0000063	FBgn0024285	15575970	Q9VEH1	Q9VL71	SRP54	ALD	0.183
FBgn0000063	FBgn0025674	15575970	Q9VEH1	Q961D1	ALD	CYCK	0.183
FBgn0000063	FBgn0026238	15575970	Q9VEH1	A1Z6E0	ALD	GUS	0.183
FBgn0000063	FBgn0027866	15575970	Q9VEH1	Q9V468	ALD	Q9V468	0.183
